molregno,canonical_smiles,pref_name,first_approval,dosed_ingredient,full_mwt,logp,pic50,target_type,organism,target_name,assay_type,confidence_score,is_marketed,target_count,total_measurements,target_density,murcko_scaffold,scaffold_label,murcko_similarity,has_benzo_five_ring
43180,CO[C@]12C=CC3(CC14CCC(C)(C)[C@H]4O)C1Cc4ccc(O)c5c4C3(CCN1C)[C@@H]2O5,,,0,423.55,3.16,8.648202283636603,SINGLE PROTEIN,Homo sapiens,"Mu-type opioid receptor, Kappa-type opioid receptor, Delta-type opioid receptor",B,8,0,3,6,0.5,C1=CC23CC4(CCCC4)C1[C@H]1Oc4cccc5c4C12CCNC3C5,1,0.933,True
43178,CO[C@]12C=CC3(CC14CCC[C@H]4O)C1Cc4ccc(O)c5c4C3(CCN1C)[C@@H]2O5,,,0,395.5,2.53,8.588141243922278,SINGLE PROTEIN,Homo sapiens,"Mu-type opioid receptor, Kappa-type opioid receptor, Delta-type opioid receptor",B,8,0,3,6,0.5,C1=CC23CC4(CCCC4)C1[C@H]1Oc4cccc5c4C12CCNC3C5,1,0.933,True
14846,O=C(CSSCC(=O)N[C@@]12CCC(=O)[C@@H]3Oc4c(O)ccc5c4[C@@]31CCN(CC1CCC1)[C@@H]2C5)N[C@@]12CCC(=O)[C@@H]3Oc4c(O)ccc5c4[C@@]31CCN(CC1CCC1)[C@@H]2C5,,,0,855.09,4.47,8.0629011965811,SINGLE PROTEIN,Homo sapiens,"Delta-type opioid receptor, Kappa-type opioid receptor",B,8,0,2,2,1.0,O=C(CSSCC(=O)N[C@@]12CCC(=O)[C@@H]3Oc4cccc5c4[C@@]31CCN(CC1CCC1)[C@@H]2C5)N[C@@]12CCC(=O)[C@@H]3Oc4cccc5c4[C@@]31CCN(CC1CCC1)[C@@H]2C5,1,0.933,True
34534,CN1C(=S)C2(CCCCC2)c2cc(-c3cccc(Cl)c3)ccc21,,,0,341.91,5.99,5.522878745280337,SINGLE PROTEIN,Homo sapiens,Progesterone receptor,F,9,0,1,2,0.5,S=C1Nc2ccc(-c3ccccc3)cc2C12CCCCC2,1,0.933,True
27624,COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314,OXYCODONE,1950.0,1,315.37,1.05,7.396366155421268,SINGLE PROTEIN,Homo sapiens,Mu-type opioid receptor,F,9,1,1,9,0.1111111111111111,O=C1CCC2[C@H]3Cc4cccc5c4[C@@]2(CCN3)[C@H]1O5,1,0.933,True
27517,CO[C@]12CC[C@@]3(C[C@@H]1C(C)(C)O)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,DIPRENORPHINE,,0,425.57,3.39,9.657159754777966,SINGLE PROTEIN,Homo sapiens,"Delta-type opioid receptor, Kappa-type opioid receptor, Mu-type opioid receptor",B,8,0,3,12,0.25,c1cc2c3c(c1)O[C@H]1C4CCC5(CC4)[C@@H](C2)N(CC2CC2)CC[C@]315,1,0.933,True
6167,COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341,CODEINE,1952.0,0,299.37,1.5,6.558638145035512,SINGLE PROTEIN,Homo sapiens,Mu-type opioid receptor,B,8,1,1,2,0.5,C1=C[C@H]2[C@H]3Cc4cccc5c4[C@@]2(CCN3)[C@H](C1)O5,1,0.933,True
12850,CC(C)(N)C(=O)N[C@H](COCc1ccccc1)C(=O)N1CCC2(CC1)CN(S(C)(=O)=O)c1ccccc12,IBUTAMOREN,,0,528.68,1.77,8.937459117271558,SINGLE PROTEIN,Homo sapiens,Growth hormone secretagogue receptor type 1,B,8,0,1,16,0.0625,O=C(CCOCc1ccccc1)N1CCC2(CC1)CNc1ccccc12,1,0.933,True
35921,Oc1ccc2c3c1O[C@H]1c4c(c5ccccc5n4Cc4ccc(N=C=S)cc4)C[C@@]4(O)C(C2)N(CC2CC2)CCC314,,,0,561.71,5.83,8.288377063031596,SINGLE PROTEIN,Homo sapiens,Delta-type opioid receptor,B,8,0,1,2,0.5,c1ccc(Cn2c3c(c4ccccc42)CC2C4Cc5cccc6c5C2(CCN4CC2CC2)[C@H]3O6)cc1,0,0.933,True
35920,Oc1ccc2c3c1O[C@H]1c4c(c5ccccc5n4Cc4ccccc4N=C=S)C[C@@]4(O)C(C2)N(CC2CC2)CCC314,,,0,561.71,5.83,8.571333751784366,SINGLE PROTEIN,Homo sapiens,Delta-type opioid receptor,B,8,0,1,2,0.5,c1ccc(Cn2c3c(c4ccccc42)CC2C4Cc5cccc6c5C2(CCN4CC2CC2)[C@H]3O6)cc1,0,0.933,True
6005,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,MORPHINE,1984.0,0,285.34,1.2,7.367126544219492,SINGLE PROTEIN,Homo sapiens,"Delta-type opioid receptor, Kappa-type opioid receptor, Mu-type opioid receptor, Alpha-2A adrenergic receptor",B,8,1,4,160,0.025,C1=C[C@H]2[C@H]3Cc4cccc5c4[C@@]2(CCN3)[C@H](C1)O5,1,0.933,True
29734,CC1(C)C2CCC1(CS(=O)(=O)N1CCC3(CCc4ccccc43)CC1)C(NC(=O)C1CCCNC1)C2,L-368112,,0,513.75,3.61,7.167491087293763,SINGLE PROTEIN,Homo sapiens,Oxytocin receptor,F,8,0,1,1,1.0,O=C(NC1CC2CCC1(CS(=O)(=O)N1CCC3(CCc4ccccc43)CC1)C2)C1CCCNC1,1,0.933,True
37743,CS(=O)(=O)N1CC2(CCN(CCCC3(c4ccc(Cl)c(Cl)c4)CCCN(C(=O)c4ccccc4)C3)CC2)c2ccccc21,,,0,640.68,6.76,7.325496366285745,SINGLE PROTEIN,Homo sapiens,"Substance-P receptor, Substance-K receptor, Neuromedin-K receptor",B,8,0,3,3,1.0,O=C(c1ccccc1)N1CCCC(CCCN2CCC3(CC2)CNc2ccccc23)(c2ccccc2)C1,0,0.933,True
12834,CC(C)(N)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N1CCC2(CCc3ccccc32)CC1,L-162752,,0,458.61,3.44,7.851864901236602,SINGLE PROTEIN,Homo sapiens,Growth hormone secretagogue receptor type 1,B,9,0,1,4,0.25,O=C(CCc1c[nH]c2ccccc12)N1CCC2(CCc3ccccc32)CC1,1,0.933,True
35839,O=C(CBr)Nc1cccc(Cn2c3c(c4ccccc42)C[C@@]2(O)C4Cc5ccc(O)c6c5C2(CCN4CC2CC2)[C@H]3O6)c1,,,0,640.58,5.43,10.57073140121518,SINGLE PROTEIN,Homo sapiens,Delta-type opioid receptor,B,8,0,1,2,0.5,c1ccc(Cn2c3c(c4ccccc42)CC2C4Cc5cccc6c5C2(CCN4CC2CC2)[C@H]3O6)cc1,0,0.933,True
35690,Oc1ccc2c3c1O[C@H]1c4c(c5ccccc5n4Cc4cccc(N=C=S)c4)C[C@@]4(O)C(C2)N(CC2CC2)CCC314,,,0,561.71,5.83,8.265826334793921,SINGLE PROTEIN,Homo sapiens,Delta-type opioid receptor,B,8,0,1,2,0.5,c1ccc(Cn2c3c(c4ccccc42)CC2C4Cc5cccc6c5C2(CCN4CC2CC2)[C@H]3O6)cc1,0,0.933,True
46065,CN(CC(CCN1CCC2(CC1)C[S+]([O-])c1ccccc12)c1ccccc1)S(=O)(=O)c1ccccc1,,,0,522.74,4.64,7.311711521471744,SINGLE PROTEIN,Homo sapiens,C-C chemokine receptor type 5,B,9,0,1,2,0.5,O=S(=O)(NCC(CCN1CCC2(CC1)C[SH+]c1ccccc12)c1ccccc1)c1ccccc1,1,0.933,True
46312,O=S1(=O)CC2(CCN(C[C@H]3CN(S(=O)(=O)c4ccccc4)C[C@@H]3c3ccccc3)CC2)c2ccccc21,,,0,536.72,3.91,7.039677499296606,SINGLE PROTEIN,Homo sapiens,C-C chemokine receptor type 5,B,9,0,1,2,0.5,O=S1(=O)CC2(CCN(C[C@H]3CN(S(=O)(=O)c4ccccc4)C[C@@H]3c3ccccc3)CC2)c2ccccc21,1,0.933,True
49459,Oc1ccc2c3c1O[C@H]1c4[nH]c5ccccc5c4C[C@@]4(O)C(C2)NCC[C@]314,,,0,360.41,2.45,7.958607314841775,SINGLE PROTEIN,Homo sapiens,Delta-type opioid receptor,B,8,0,1,1,1.0,c1cc2c3c(c1)O[C@H]1c4[nH]c5ccccc5c4CC4C(C2)NCC[C@@]341,1,0.933,True
52104,O=C(NCCN1CC[C@]23c4c5ccc(O)c4O[C@H]2c2[nH]c4c(c2C[C@@]3(O)C1=C5)C[C@@]1(O)[C@H]2Cc3ccc(O)c5c3[C@@]1(CCN2CC1CC1)[C@H]4O5)OCc1ccccc1,,,0,782.89,4.77,6.931814138253839,SINGLE PROTEIN,Homo sapiens,Delta-type opioid receptor,B,8,0,1,1,1.0,O=C(NCCN1CC[C@]23c4c5cccc4O[C@H]2c2[nH]c4c(c2CC3C1=C5)CC1[C@H]2Cc3cccc5c3[C@@]1(CCN2CC1CC1)[C@H]4O5)OCc1ccccc1,1,0.933,True
52103,N=C(N)NCCN1CC[C@]23c4c5ccc(O)c4O[C@H]2c2[nH]c4c(c2C[C@@]3(O)[C@H]1C5)C[C@@]1(O)[C@H]2Cc3ccc(O)c5c3C1(CCN2CC1CC1)[C@H]4O5,,,0,692.82,1.9,7.431798275933005,SINGLE PROTEIN,Homo sapiens,Delta-type opioid receptor,B,8,0,1,1,1.0,c1cc2c3c(c1)O[C@H]1c4[nH]c5c(c4CC4[C@@H](C2)N(CC2CC2)CCC341)CC1[C@H]2Cc3cccc4c3[C@@]1(CCN2)[C@H]5O4,1,0.933,True
52102,CC(=O)N1CC[C@]23c4c5ccc(O)c4O[C@H]2c2[nH]c4c(c2C[C@@]3(O)[C@H]1C5)C[C@@]1(O)[C@H]2Cc3ccc(O)c5c3[C@@]1(CCN2CC1CC1)[C@H]4O5,,,0,649.74,2.96,7.192234371254503,SINGLE PROTEIN,Homo sapiens,"Kappa-type opioid receptor, Mu-type opioid receptor",B,8,0,2,5,0.4,c1cc2c3c(c1)O[C@H]1c4[nH]c5c(c4CC4[C@@H](C2)N(CC2CC2)CC[C@@]341)CC1[C@H]2Cc3cccc4c3[C@@]1(CCN2)[C@H]5O4,1,0.933,True
52250,NCCN1CC[C@]23c4c5ccc(O)c4O[C@H]2c2[nH]c4c(c2C[C@@]3(O)[C@H]1C5)C[C@@]1(O)[C@H]2Cc3ccc(O)c5c3[C@@]1(CCN2CC1CC1)[C@H]4O5,,,0,650.78,2.37,6.863279432843593,SINGLE PROTEIN,Homo sapiens,Delta-type opioid receptor,B,8,0,1,1,1.0,c1cc2c3c(c1)O[C@H]1c4[nH]c5c(c4CC4[C@@H](C2)N(CC2CC2)CC[C@@]341)CC1[C@H]2Cc3cccc4c3[C@@]1(CCN2)[C@H]5O4,1,0.933,True
52520,COc1ccc2c3c1OC1C4NC(C(=O)OCC(C)C)=C(C)C4CC4C(C2)N(C)CCC341,,,0,438.57,3.04,8.318758762624412,SINGLE PROTEIN,Homo sapiens,Delta-type opioid receptor,F,8,0,1,1,1.0,C1=CC2CC3C4Cc5cccc6c5C3(CCN4)C(O6)C2N1,1,0.933,True
52737,CCCCN1CC[C@]23c4c5ccc(O)c4O[C@H]2c2[nH]c4c(c2C[C@@]3(O)[C@H]1C5)C[C@@]1(O)[C@H]2Cc3ccc(O)c5c3[C@@]1(CCN2CC1CC1)[C@H]4O5,,,0,663.82,4.21,7.823908740944319,SINGLE PROTEIN,Homo sapiens,Delta-type opioid receptor,B,8,0,1,1,1.0,c1cc2c3c(c1)O[C@H]1c4[nH]c5c(c4CC4[C@@H](C2)N(CC2CC2)CC[C@@]341)CC1[C@H]2Cc3cccc4c3[C@@]1(CCN2)[C@H]5O4,1,0.933,True
52839,NCC(=O)NCC(=O)N1CC[C@]23c4c5ccc(O)c4O[C@H]2c2[nH]c4c(c2C[C@@]3(O)[C@H]1C5)C[C@@]1(O)[C@H]2Cc3ccc(O)c5c3[C@@]1(CCN2CC1CC1)[C@H]4O5,,,0,721.81,1.02,6.0,SINGLE PROTEIN,Homo sapiens,Delta-type opioid receptor,B,8,0,1,1,1.0,c1cc2c3c(c1)O[C@H]1c4[nH]c5c(c4CC4[C@@H](C2)N(CC2CC2)CC[C@@]341)CC1[C@H]2Cc3cccc4c3[C@@]1(CCN2)[C@H]5O4,1,0.933,True
58861,C=C(Cl)C(=O)N[C@@H]1CCC2C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)[C@H]1O5,,,0,414.93,3.08,9.045516349790804,SINGLE PROTEIN,Homo sapiens,"Delta-type opioid receptor, Kappa-type opioid receptor",B,8,0,2,2,1.0,c1cc2c3c(c1)O[C@H]1CCCC4C(C2)N(CC2CC2)CCC341,1,0.933,True
58890,C=C(Cl)C(=O)N[C@@H]1CCC2C3Cc4ccc(O)c5c4C2(CCN3C)[C@H]1O5,,,0,374.87,2.3,7.465907069126919,SINGLE PROTEIN,Homo sapiens,"Delta-type opioid receptor, Kappa-type opioid receptor",B,8,0,2,2,1.0,c1cc2c3c(c1)O[C@H]1CCCC4C(C2)NCCC341,1,0.933,True
58889,C=C(Cl)C(=O)N[C@@]12CCC(=O)[C@@H]3Oc4c(O)ccc5c4C31CCN(CC1CC1)C2C5,,,0,428.92,2.4,6.526094503885474,SINGLE PROTEIN,Homo sapiens,"Delta-type opioid receptor, Kappa-type opioid receptor",B,8,0,2,2,1.0,O=C1CCC2C3Cc4cccc5c4C2(CCN3CC2CC2)[C@H]1O5,1,0.933,True
58930,C=C(Cl)C(=O)N[C@@]12CCC(=O)[C@@H]3Oc4c(O)ccc5c4C31CCN(C)C2C5,,,0,388.85,1.62,6.742381087340785,SINGLE PROTEIN,Homo sapiens,"Delta-type opioid receptor, Kappa-type opioid receptor",B,8,0,2,2,1.0,O=C1CCC2C3Cc4cccc5c4C2(CCN3)[C@H]1O5,1,0.933,True
59165,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(NC(=O)CSSCC(=O)N[C@@]23CCC(=O)[C@@H]4Oc6c(O)ccc7c6[C@@]42CCN(C)[C@@H]3C7)[C@H]1C5,,,0,746.91,2.13,7.67724616430554,SINGLE PROTEIN,Homo sapiens,"Delta-type opioid receptor, Kappa-type opioid receptor",B,8,0,2,4,0.5,O=C(CSSCC(=O)N[C@@]12CCC(=O)[C@@H]3Oc4cccc5c4[C@@]31CCN[C@@H]2C5)N[C@@]12CCC(=O)[C@@H]3Oc4cccc5c4[C@@]31CCN[C@@H]2C5,1,0.933,True
59605,O=C(CSSCC(=O)N[C@@]12CCC(=O)[C@@H]3Oc4c(O)ccc5c4[C@@]31CCN(CC1CC1)[C@@H]2C5)N[C@@]12CCC(=O)[C@@H]3Oc4c(O)ccc5c4[C@@]31CCN(CC1CC1)[C@@H]2C5,,,0,827.04,3.69,7.811020314986127,SINGLE PROTEIN,Homo sapiens,"Delta-type opioid receptor, Kappa-type opioid receptor",B,8,0,2,4,0.5,O=C(CSSCC(=O)N[C@@]12CCC(=O)[C@@H]3Oc4cccc5c4[C@@]31CCN(CC1CC1)[C@@H]2C5)N[C@@]12CCC(=O)[C@@H]3Oc4cccc5c4[C@@]31CCN(CC1CC1)[C@@H]2C5,1,0.933,True
68505,C[C@H]1c2c([nH]c3ccccc23)[C@@H]2Oc3c(O)ccc4c3C23CCN(C)C(C4)C13,,,0,372.47,4.24,7.309803919971486,SINGLE PROTEIN,Homo sapiens,Delta-type opioid receptor,B,8,0,1,1,1.0,c1cc2c3c(c1)O[C@H]1c4[nH]c5ccccc5c4CC4C(C2)NCCC341,1,0.933,True
68512,COc1ccc2c3c1O[C@H]1c4[nH]c5ccccc5c4CC4C(C2)N(C)CCC341,,,0,372.47,3.98,6.537602002101044,SINGLE PROTEIN,Homo sapiens,Delta-type opioid receptor,B,8,0,1,1,1.0,c1cc2c3c(c1)O[C@H]1c4[nH]c5ccccc5c4CC4C(C2)NCCC341,1,0.933,True
68612,CCCC[C@H]1c2c([nH]c3ccccc23)[C@@H]2Oc3c(OC)ccc4c3C23CCN(C)C(C4)C13,,,0,428.58,5.71,6.1249387366083,SINGLE PROTEIN,Homo sapiens,Delta-type opioid receptor,B,8,0,1,1,1.0,c1cc2c3c(c1)O[C@H]1c4[nH]c5ccccc5c4CC4C(C2)NCCC341,1,0.933,True
68585,COc1ccc2c3c1O[C@H]1c4[nH]c5ccccc5c4[C@H](C)C4C(C2)N(C)CCC341,,,0,386.5,4.54,6.481486060122113,SINGLE PROTEIN,Homo sapiens,Delta-type opioid receptor,B,8,0,1,1,1.0,c1cc2c3c(c1)O[C@H]1c4[nH]c5ccccc5c4CC4C(C2)NCCC341,1,0.933,True
69107,CCCC[C@H]1c2c([nH]c3ccccc23)[C@@H]2Oc3c(O)ccc4c3C23CCN(C)C(C4)C13,,,0,414.55,5.41,7.337242168318426,SINGLE PROTEIN,Homo sapiens,Delta-type opioid receptor,B,8,0,1,1,1.0,c1cc2c3c(c1)O[C@H]1c4[nH]c5ccccc5c4CC4C(C2)NCCC341,1,0.933,True
70146,CN1CC[C@]23c4c5ccc(O)c4O[C@@]2(C)C(=O)CC[C@@]3(NC(=O)CSSCC(=O)N[C@@]23CCC(=O)[C@]4(C)Oc6c(O)ccc7c6[C@@]42CCN(C)C3C7)C1C5,,,0,774.96,2.91,7.167303324860144,SINGLE PROTEIN,Homo sapiens,"Delta-type opioid receptor, Kappa-type opioid receptor",B,8,0,2,2,1.0,O=C(CSSCC(=O)N[C@@]12CCC(=O)C3Oc4cccc5c4[C@@]31CCNC2C5)N[C@@]12CCC(=O)C3Oc4cccc5c4[C@@]31CCNC2C5,1,0.933,True
70506,O=C(NCCCOP(=O)(O)O[C@@H]1[C@H](O)[C@H](O)[C@@H](OP(=O)(O)O)[C@H](OP(=O)(O)O)[C@H]1O)Oc1ccc2c(c1)Oc1cc(O)ccc1C21OC(=O)c2ccccc21,,,0,835.49,0.99,6.72584215073632,SINGLE PROTEIN,Homo sapiens,"Inositol 1,4,5-trisphosphate-gated calcium channel ITPR3",B,8,0,1,1,1.0,O=C(NCCCO[PH](=O)OC1CCCCC1)Oc1ccc2c(c1)Oc1ccccc1C21OC(=O)c2ccccc21,1,0.933,True
71759,CC(C)(N)C(=O)N[C@H](COCc1ccccc1)C(=O)N1CCC2(CCc3ccccc32)CC1,,,0,449.6,2.93,7.7747214952908354,SINGLE PROTEIN,Homo sapiens,Growth hormone secretagogue receptor type 1,B,9,0,1,4,0.25,O=C(CCOCc1ccccc1)N1CCC2(CCc3ccccc32)CC1,1,0.933,True
71887,O=C(/C=C/c1ccc([N+](=O)[O-])cc1)N[C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4C2(CCN3CC2CC2)[C@H]1O5,,,0,517.58,3.06,8.292429823902063,SINGLE PROTEIN,Homo sapiens,Delta-type opioid receptor,B,8,0,1,1,1.0,O=C(/C=C/c1ccccc1)N[C@@H]1CCC2[C@H]3Cc4cccc5c4C2(CCN3CC2CC2)[C@H]1O5,1,0.933,True
72006,Cc1ccc(/C=C/C(=O)N[C@@H]2CC[C@@]3(O)[C@H]4Cc5ccc(O)c6c5C3(CCN4CC3CC3)[C@H]2O6)cc1,,,0,486.61,3.46,8.017728766960431,SINGLE PROTEIN,Homo sapiens,Delta-type opioid receptor,B,8,0,1,1,1.0,O=C(/C=C/c1ccccc1)N[C@@H]1CCC2[C@H]3Cc4cccc5c4C2(CCN3CC2CC2)[C@H]1O5,1,0.933,True
72108,CN1CC[C@]23c4c5ccc(C(N)=O)c4OC2C(O)C=C[C@H]3[C@H]1C5,,,0,312.37,0.59,5.721246399047171,SINGLE PROTEIN,Homo sapiens,Delta-type opioid receptor,B,8,0,1,1,1.0,C1=C[C@H]2[C@H]3Cc4cccc5c4[C@@]2(CCN3)C(C1)O5,1,0.933,True
72109,O=C(/C=C/c1ccc(Cl)cc1)N[C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4C2(CCN3CC2CC2)[C@H]1O5,,,0,507.03,3.81,8.301029995663981,SINGLE PROTEIN,Homo sapiens,Delta-type opioid receptor,B,8,0,1,1,1.0,O=C(/C=C/c1ccccc1)N[C@@H]1CCC2[C@H]3Cc4cccc5c4C2(CCN3CC2CC2)[C@H]1O5,1,0.933,True
72293,CC(C)(N)C(=O)N[C@H](CCc1ccccc1)C(=O)N1CCC2(CCc3ccccc32)CC1,,,0,433.6,3.35,7.658765000758199,SINGLE PROTEIN,Homo sapiens,Growth hormone secretagogue receptor type 1,B,9,0,1,4,0.25,O=C(CCCc1ccccc1)N1CCC2(CCc3ccccc32)CC1,1,0.933,True
73252,CC(C)(N)C(=O)N[C@H](CCCc1ccccc1)C(=O)N1CCC2(CCc3ccccc32)CC1,,,0,447.62,3.74,8.0,SINGLE PROTEIN,Homo sapiens,Growth hormone secretagogue receptor type 1,B,9,0,1,4,0.25,O=C(CCCCc1ccccc1)N1CCC2(CCc3ccccc32)CC1,1,0.933,True
77207,Oc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@@]4(O)[C@@H](C2)N(CC2CCC2)CC[C@]314,NALBUPHINE,1979.0,0,357.45,1.71,7.483562816363424,SINGLE PROTEIN,Homo sapiens,"Mu-type opioid receptor, Kappa-type opioid receptor, Delta-type opioid receptor",B,8,1,3,42,0.0714285714285714,c1cc2c3c(c1)O[C@H]1CCCC4[C@@H](C2)N(CC2CCC2)CC[C@@]341,1,0.933,True
79536,CCC1Oc2c(O)cccc2C12CCN(C)CC2,,,0,247.34,2.53,6.069050968832477,SINGLE PROTEIN,Homo sapiens,Delta-type opioid receptor,B,8,0,1,1,1.0,c1ccc2c(c1)OCC21CCNCC1,1,0.933,True
79615,CC1Oc2c(O)cccc2C12CCN(C)CC2,,,0,233.31,2.14,5.618163200001657,SINGLE PROTEIN,Homo sapiens,Delta-type opioid receptor,B,8,0,1,1,1.0,c1ccc2c(c1)OCC21CCNCC1,1,0.933,True
